都道府県,目的,地点数,客数
岡山県,都市型観光,45.0,1233.558
岡山県,イベント,28.0,1378.6000000000001
広島県,自然,22.0,527.8253262227549
広島県,歴史・文化,90.0,3792.263011831935
広島県,温泉・健康,30.0,557.8997029620149
広島県,スポーツ・レク,97.0,2424.895815746358
広島県,都市型観光,17.0,1064.933
広島県,イベント,32.0,6022.761
山口県,自然,33.0,988.645
山口県,歴史・文化,82.0,1968.317
山口県,温泉・健康,31.0,877.152425
山口県,スポーツ・レク,67.0,1922.8704999999998
山口県,都市型観光,6.0,596.3119999999999
山口県,イベント,39.0,1646.13825
徳島県,自然,16.0,516.213
徳島県,歴史・文化,39.0,1239.055
徳島県,温泉・健康,20.0,300.415
徳島県,スポーツ・レク,32.0,909.7789999999999
徳島県,都市型観光,21.0,1028.5279999999998
徳島県,イベント,18.0,686.9490000000001
香川県,自然,9.0,311.23
香川県,歴史・文化,61.0,2505.8720000000003
香川県,温泉・健康,18.0,510.51399999999995
香川県,スポーツ・レク,52.0,2194.1760000000004
香川県,都市型観光,11.0,844.666
香川県,イベント,9.0,516.0
愛媛県,自然,44.0,718.742
愛媛県,歴史・文化,64.0,1593.1254999999999
愛媛県,温泉・健康,26.0,743.82
愛媛県,スポーツ・レク,37.0,797.0740000000001
愛媛県,都市型観光,29.0,264.858
愛媛県,イベント,16.0,516.915
福岡県,自然,42.0,1077.431
福岡県,歴史・文化,154.0,7482.7872
福岡県,温泉・健康,32.0,1043.8403
福岡県,スポーツ・レク,104.0,3060.6679999999997
福岡県,都市型観光,66.0,29255.17
福岡県,イベント,51.0,2876.526
佐賀県,自然,14.0,206.174
佐賀県,歴史・文化,32.0,1216.651
佐賀県,温泉・健康,15.0,366.327
佐賀県,スポーツ・レク,34.0,627.957
佐賀県,都市型観光,27.0,2901.2110000000002
佐賀県,イベント,9.0,1421.7120000000002
熊本県,自然,24.0,668.123
熊本県,歴史・文化,71.0,2036.341
熊本県,温泉・健康,44.0,1605.9120000000003
熊本県,スポーツ・レク,76.0,1348.105
熊本県,都市型観光,58.0,3182.092905183
熊本県,イベント,24.0,857.056
大分県,自然,37.0,499.36
大分県,歴史・文化,93.0,1974.436
大分県,温泉・健康,49.0,1253.386
大分県,スポーツ・レク,74.0,1819.046
大分県,都市型観光,16.0,290.274
大分県,イベント,19.0,860.856
宮崎県,自然,18.0,597.5598
宮崎県,歴史・文化,56.0,1817.83818
宮崎県,温泉・健康,27.0,672.069
宮崎県,スポーツ・レク,78.0,1275.796
宮崎県,都市型観光,10.0,326.924
宮崎県,イベント,18.0,742.0229999999999
北海道,自然,111.0,6683.768
北海道,歴史・文化,149.0,9653.350473276478
北海道,温泉・健康,147.0,5031.451346357691
北海道,スポーツ・レク,269.0,7357.778
北海道,都市型観光,78.0,7981.975324999999
北海道,イベント,194.0,14156.417000000001
青森県,自然,37.0,1465.0963429074948
青森県,歴史・文化,58.0,1850.1689999999999
青森県,温泉・健康,45.0,871.5129999999999
青森県,スポーツ・レク,71.0,1461.3133129814605
青森県,都市型観光,52.0,4491.302
青森県,イベント,71.0,9923.655
岩手県,自然,38.0,1518.519
岩手県,歴史・文化,65.0,1052.984
岩手県,温泉・健康,73.0,1426.81
岩手県,スポーツ・レク,53.0,656.4839999999999
岩手県,都市型観光,27.0,952.8140000000001
岩手県,イベント,60.0,2997.688
宮城県,自然,36.0,1349.937
宮城県,歴史・文化,80.0,2532.7709999999997
宮城県,温泉・健康,36.0,1423.378
宮城県,スポーツ・レク,65.0,1919.211
宮城県,都市型観光,53.0,2142.381
宮城県,イベント,61.0,5789.572
秋田県,自然,28.0,1314.932
秋田県,歴史・文化,52.0,935.965
秋田県,温泉・健康,61.0,1192.5639999999999
秋田県,スポーツ・レク,68.0,1480.387
秋田県,都市型観光,20.0,459.101
秋田県,イベント,66.0,5304.7339999999995
山形県,自然,39.0,1180.2
山形県,歴史・文化,76.0,2645.5589999999997
山形県,温泉・健康,50.0,2491.4030000000002
山形県,スポーツ・レク,68.0,1519.77
山形県,都市型観光,29.0,1130.5549999999998
山形県,イベント,19.0,1250.884
福島県,自然,45.0,1841.721
福島県,歴史・文化,80.0,2646.438
福島県,温泉・健康,48.0,1645.347
福島県,スポーツ・レク,69.0,3443.009
福島県,都市型観光,15.0,1229.7140000000002
福島県,イベント,53.0,3779.192
茨城県,自然,15.0,1543.1999999999998
茨城県,歴史・文化,52.0,2023.7
茨城県,温泉・健康,17.0,499.0
茨城県,スポーツ・レク,58.0,3079.5
茨城県,都市型観光,12.0,2024.6999999999998
茨城県,イベント,67.0,5758.4
栃木県,自然,39.0,2036.0
栃木県,歴史・文化,103.0,4793.0
栃木県,温泉・健康,32.0,2006.0
栃木県,スポーツ・レク,138.0,4825.0
栃木県,都市型観光,20.0,3022.0
栃木県,イベント,40.0,2130.0
群馬県,自然,54.0,2574.236
群馬県,歴史・文化,98.0,2353.913
群馬県,温泉・健康,79.0,3787.2219999999998
群馬県,スポーツ・レク,114.0,2562.041
群馬県,都市型観光,29.0,1495.731
群馬県,イベント,73.0,5185.772
埼玉県,自然,49.0,2842.5060000000003
埼玉県,歴史・文化,125.0,3973.4199999999996
埼玉県,温泉・健康,30.0,1337.043
埼玉県,スポーツ・レク,180.0,5685.346
埼玉県,都市型観光,51.0,17588.59763095238
埼玉県,イベント,124.0,10541.796
千葉県,自然,32.0,564.004
千葉県,歴史・文化,138.0,5153.6706
千葉県,温泉・健康,26.0,1284.792
千葉県,スポーツ・レク,290.0,18863.2195
千葉県,都市型観光,28.0,6041.812
千葉県,イベント,94.0,11533.904
東京都,自然,9.0,879.8473837377778
東京都,歴史・文化,303.0,29531.125351590395
東京都,温泉・健康,35.0,6128.047465558624
東京都,スポーツ・レク,174.0,36518.46003650698
東京都,都市型観光,93.0,202502.14943073897
東京都,イベント,132.0,16695.171623532304
神奈川県,自然,40.0,9184.366969983901
神奈川県,歴史・文化,137.0,8370.183006233723
神奈川県,温泉・健康,11.0,405.43825
神奈川県,スポーツ・レク,102.0,12144.3946
神奈川県,都市型観光,8.0,1048.884
神奈川県,イベント,90.0,12558.152
新潟県,自然,68.0,1440.445
新潟県,歴史・文化,161.0,2699.6530000000002
新潟県,温泉・健康,110.0,2422.935
新潟県,スポーツ・レク,239.0,3947.7070000000003
新潟県,都市型観光,58.0,4931.612999999999
新潟県,イベント,140.0,7591.978
富山県,自然,26.0,1125.1299
富山県,歴史・文化,76.0,1724.559
富山県,温泉・健康,20.0,473.12300000000005
富山県,スポーツ・レク,43.0,2401.0020000000004
富山県,都市型観光,8.0,1513.423
富山県,イベント,49.0,1885.4360000000001
福井県,自然,26.0,1367.1399999999999
福井県,歴史・文化,91.0,2866.8859999999995
福井県,温泉・健康,23.0,922.169
福井県,スポーツ・レク,62.0,1762.892
福井県,都市型観光,18.0,546.99
福井県,イベント,20.0,1274.227
山梨県,自然,19.0,3115.0560000000005
山梨県,歴史・文化,89.0,3429.295
山梨県,温泉・健康,61.0,1697.117
山梨県,スポーツ・レク,87.0,3272.9569999999994
山梨県,都市型観光,31.0,1434.422
山梨県,イベント,30.0,1346.3400000000001
長野県,自然,62.0,4902.461271428571
長野県,歴史・文化,78.0,4883.816
長野県,温泉・健康,79.0,4000.1826
長野県,スポーツ・レク,94.0,2457.99
長野県,都市型観光,17.0,4218.776
長野県,イベント,53.0,2904.277
岐阜県,自然,41.0,1152.3229999999999
岐阜県,歴史・文化,96.0,3947.2824
岐阜県,温泉・健康,55.0,2451.755
岐阜県,スポーツ・レク,157.0,3404.7291099999998
岐阜県,都市型観光,29.0,3137.054
岐阜県,イベント,63.0,3450.2690000000002
愛知県,自然,30.0,1428.1205983442146
愛知県,歴史・文化,142.0,8551.988
愛知県,温泉・健康,21.0,789.6450000000001
愛知県,スポーツ・レク,133.0,7899.813
愛知県,都市型観光,35.0,4720.79
愛知県,イベント,60.0,11533.446
三重県,自然,34.0,854.6967190351746
三重県,歴史・文化,72.0,3793.632
三重県,温泉・健康,27.0,1706.8466196461632
三重県,スポーツ・レク,128.0,10756.448752000091
三重県,都市型観光,23.0,924.0350000000001
三重県,イベント,30.0,2402.1960000000004
滋賀県,自然,21.0,336.0
滋賀県,歴史・文化,112.0,2505.3999999999996
滋賀県,温泉・健康,22.0,393.7
滋賀県,スポーツ・レク,120.0,3318.7000000000003
滋賀県,都市型観光,33.0,2356.6000000000004
滋賀県,イベント,33.0,1392.7
京都府,自然,14.0,167.479
京都府,歴史・文化,76.0,15712.446
京都府,温泉・健康,18.0,683.2049999999999
京都府,スポーツ・レク,74.0,2275.9533
京都府,都市型観光,7.0,252.8
京都府,イベント,15.0,705.653
兵庫県,自然,80.0,1115.855
兵庫県,歴史・文化,295.0,7578.195
兵庫県,温泉・健康,74.0,2126.484
兵庫県,スポーツ・レク,363.0,11362.874
兵庫県,都市型観光,43.0,10520.655
兵庫県,イベント,69.0,4530.583
奈良県,自然,25.0,880.512
奈良県,歴史・文化,95.0,5208.259
奈良県,温泉・健康,27.0,547.2449999999999
奈良県,スポーツ・レク,23.0,510.53700000000003
奈良県,都市型観光,4.0,42.221999999999994
奈良県,イベント,18.0,1548.764
和歌山県,自然,20.0,251.602
和歌山県,歴史・文化,41.0,1557.233
和歌山県,温泉・健康,13.0,297.24800000000005
和歌山県,スポーツ・レク,33.0,2507.181
和歌山県,都市型観光,6.0,259.331
和歌山県,イベント,17.0,931.5
鳥取県,自然,10.0,435.534
鳥取県,歴史・文化,36.0,900.482
鳥取県,温泉・健康,19.0,566.1859999999999
鳥取県,スポーツ・レク,27.0,333.16
鳥取県,都市型観光,17.0,1822.943
鳥取県,イベント,5.0,86.0
島根県,自然,18.0,761.314
島根県,歴史・文化,74.0,3658.742
島根県,温泉・健康,23.0,609.003
島根県,スポーツ・レク,36.0,650.225
島根県,都市型観光,11.0,445.02700000000004
島根県,イベント,13.0,934.5020000000001
岡山県,自然,18.0,210.188
岡山県,歴史・文化,106.0,1470.1125
岡山県,温泉・健康,28.0,640.161
岡山県,スポーツ・レク,66.0,1662.715
岡山県,都市型観光,45.0,1417.252
岡山県,イベント,34.0,2151.9230000000002
広島県,自然,23.0,715.7093210815899
広島県,歴史・文化,90.0,3617.6086902932984
広島県,温泉・健康,30.0,619.9799029836308
広島県,スポーツ・レク,97.0,2581.754752208979
広島県,都市型観光,17.0,1279.134
広島県,イベント,38.0,4339.43
山口県,自然,33.0,1267.47
山口県,歴史・文化,82.0,1853.965
山口県,温泉・健康,31.0,975.6069749999999
山口県,スポーツ・レク,67.0,2118.46
山口県,都市型観光,6.0,640.351
山口県,イベント,37.0,2174.797
徳島県,自然,16.0,577.424
徳島県,歴史・文化,39.0,1108.373
徳島県,温泉・健康,20.0,288.65
徳島県,スポーツ・レク,32.0,882.7740000000001
徳島県,都市型観光,21.0,1017.1189999999999
徳島県,イベント,20.0,2031.4080000000001
香川県,自然,9.0,327.94100000000003
香川県,歴史・文化,61.0,1796.133
香川県,温泉・健康,18.0,562.767
香川県,スポーツ・レク,52.0,2240.3799999999997
香川県,都市型観光,11.0,943.404
香川県,イベント,21.0,1265.0
愛媛県,自然,44.0,667.996
愛媛県,歴史・文化,64.0,1307.754
愛媛県,温泉・健康,26.0,704.014
愛媛県,スポーツ・レク,37.0,969.6210000000001
愛媛県,都市型観光,29.0,309.883
愛媛県,イベント,35.0,1727.2680000000003
福岡県,自然,42.0,1224.016
福岡県,歴史・文化,154.0,7212.34215
福岡県,温泉・健康,32.0,1010.6179999999999
福岡県,スポーツ・レク,104.0,3685.1915999999997
福岡県,都市型観光,66.0,31400.77
福岡県,イベント,45.0,3909.294
佐賀県,自然,13.0,205.118
佐賀県,歴史・文化,33.0,1100.0149999999999
佐賀県,温泉・健康,17.0,452.381
佐賀県,スポーツ・レク,41.0,613.929
佐賀県,都市型観光,27.0,2754.102
佐賀県,イベント,27.0,1269.4530000000002
熊本県,自然,24.0,731.856
熊本県,歴史・文化,71.0,1726.0520000000001
熊本県,温泉・健康,44.0,1583.1979999999999
熊本県,スポーツ・レク,76.0,1545.07
熊本県,都市型観光,58.0,3009.188907654
熊本県,イベント,46.0,2006.637
大分県,自然,37.0,528.139
大分県,歴史・文化,93.0,2305.545
大分県,温泉・健康,49.0,1332.5010000000002
大分県,スポーツ・レク,74.0,1999.5459999999998
大分県,都市型観光,16.0,258.285
大分県,イベント,32.0,1153.5749999999998
宮崎県,自然,18.0,445.97791666666666
宮崎県,歴史・文化,56.0,1539.1239650000002
宮崎県,温泉・健康,27.0,656.987
宮崎県,スポーツ・レク,78.0,1589.2510000000002
宮崎県,都市型観光,10.0,323.511
宮崎県,イベント,36.0,1595.409
鹿児島県,自然,38.0,528.376
鹿児島県,歴史・文化,66.0,1755.7250000000001
鹿児島県,温泉・健康,48.0,615.069
鹿児島県,スポーツ・レク,99.0,2338.483
鹿児島県,都市型観光,41.0,1089.196
鹿児島県,イベント,37.0,1229.1689999999999
北海道,自然,112.0,3130.58
北海道,歴史・文化,152.0,5763.07
北海道,温泉・健康,148.0,3469.18
北海道,スポーツ・レク,271.0,3962.5734999999995
北海道,都市型観光,83.0,5346.776
北海道,イベント,42.0,2838.871
青森県,自然,37.0,633.8275435618148
青森県,歴史・文化,58.0,983.749
青森県,温泉・健康,45.0,769.307
青森県,スポーツ・レク,71.0,627.0106472170322
青森県,都市型観光,52.0,3295.749
青森県,イベント,24.0,876.2679999999999
岩手県,自然,38.0,868.262
岩手県,歴史・文化,65.0,697.063
岩手県,温泉・健康,73.0,1353.41
岩手県,スポーツ・レク,53.0,446.252
岩手県,都市型観光,27.0,677.027
岩手県,イベント,38.0,1046.566
宮城県,自然,36.0,1089.817
宮城県,歴史・文化,80.0,2055.938
宮城県,温泉・健康,36.0,1663.912
宮城県,スポーツ・レク,65.0,1385.659
宮城県,都市型観光,53.0,1933.5875
宮城県,イベント,43.0,4500.612
秋田県,自然,28.0,900.2339999999999
秋田県,歴史・文化,52.0,584.444
秋田県,温泉・健康,61.0,1065.097
秋田県,スポーツ・レク,68.0,732.698
秋田県,都市型観光,20.0,339.884
秋田県,イベント,20.0,1368.669
山形県,自然,38.0,533.0
山形県,歴史・文化,77.0,1801.5
山形県,温泉・健康,48.0,2117.8999999999996
山形県,スポーツ・レク,69.0,664.552
山形県,都市型観光,32.0,955.8
山形県,イベント,6.0,648.0999999999999
福島県,自然,45.0,1866.4270000000001
福島県,歴史・文化,80.0,2050.7309999999998
福島県,温泉・健康,48.0,1547.916
福島県,スポーツ・レク,69.0,1863.514
福島県,都市型観光,15.0,965.027
福島県,イベント,26.0,869.226
茨城県,自然,15.0,2220.8999999999996
茨城県,歴史・文化,52.0,2821.0
茨城県,温泉・健康,17.0,477.9
茨城県,スポーツ・レク,58.0,2561.2
茨城県,都市型観光,12.0,2085.6
茨城県,イベント,52.0,2506.2000000000003
栃木県,自然,39.0,1954.0
栃木県,歴史・文化,103.0,5631.0
栃木県,温泉・健康,32.0,1874.0
栃木県,スポーツ・レク,138.0,3199.0
栃木県,都市型観光,20.0,2834.0
栃木県,イベント,34.0,1377.0
群馬県,自然,51.0,1847.965
群馬県,歴史・文化,85.0,2229.008
群馬県,温泉・健康,74.0,3425.727
群馬県,スポーツ・レク,111.0,2470.66
群馬県,都市型観光,29.0,1381.6280000000002
群馬県,イベント,60.0,2283.832
埼玉県,自然,49.0,2150.199
埼玉県,歴史・文化,125.0,4793.291
埼玉県,温泉・健康,30.0,1282.131
埼玉県,スポーツ・レク,180.0,4031.93
埼玉県,都市型観光,51.0,16893.43827922078
埼玉県,イベント,173.0,9413.947
千葉県,自然,32.0,295.52500000000003
千葉県,歴史・文化,138.0,5194.0380000000005
千葉県,温泉・健康,26.0,1056.779
千葉県,スポーツ・レク,290.0,16921.961499999998
千葉県,都市型観光,28.0,5602.72
千葉県,イベント,86.0,5059.098999999999
東京都,自然,9.0,1205.6988269079902
東京都,歴史・文化,303.0,18544.23767360566
東京都,温泉・健康,35.0,7502.139072575492
東京都,スポーツ・レク,174.0,35564.30365900455
東京都,都市型観光,93.0,207592.2568898454
東京都,イベント,131.0,17598.47590878569
神奈川県,自然,40.0,6218.919219000312
神奈川県,歴史・文化,137.0,8235.554119900384
神奈川県,温泉・健康,11.0,339.67094999999995
神奈川県,スポーツ・レク,102.0,9864.742924999999
神奈川県,都市型観光,8.0,982.923
神奈川県,イベント,58.0,2718.537
新潟県,自然,68.0,1179.661
新潟県,歴史・文化,161.0,2231.498
新潟県,温泉・健康,110.0,2214.624
新潟県,スポーツ・レク,239.0,2035.2920000000001
新潟県,都市型観光,58.0,4323.472
新潟県,イベント,83.0,2012.895
富山県,自然,26.0,531.6551499999999
富山県,歴史・文化,76.0,1507.32
富山県,温泉・健康,20.0,473.91599999999994
富山県,スポーツ・レク,43.0,1477.8310000000001
富山県,都市型観光,8.0,1498.552
富山県,イベント,23.0,739.9530000000001
福井県,自然,26.0,1258.3719999999998
福井県,歴史・文化,91.0,2139.514
福井県,温泉・健康,23.0,572.2349999999999
福井県,スポーツ・レク,62.0,980.3519999999999
福井県,都市型観光,18.0,646.4770000000001
福井県,イベント,13.0,344.634
山梨県,自然,19.0,1814.0729999999999
山梨県,歴史・文化,89.0,2172.4584
山梨県,温泉・健康,61.0,1270.231
山梨県,スポーツ・レク,87.0,2135.828
山梨県,都市型観光,31.0,979.058
山梨県,イベント,21.0,707.474
長野県,自然,62.0,1386.102
長野県,歴史・文化,78.0,3846.9139999999998
長野県,温泉・健康,79.0,3354.0536
長野県,スポーツ・レク,94.0,1791.442
長野県,都市型観光,17.0,2729.474
長野県,イベント,24.0,1448.4909999999998
岐阜県,自然,41.0,632.9250000000001
岐阜県,歴史・文化,96.0,4275.58
岐阜県,温泉・健康,55.0,2261.576
岐阜県,スポーツ・レク,157.0,2966.2212099999997
岐阜県,都市型観光,29.0,2779.0910000000003
岐阜県,イベント,70.0,2900.069
愛知県,自然,30.0,1098.1462630616008
愛知県,歴史・文化,142.0,7860.329
愛知県,温泉・健康,21.0,774.156
愛知県,スポーツ・レク,133.0,5810.174999999999
愛知県,都市型観光,35.0,4365.5830000000005
愛知県,イベント,61.0,3830.779
三重県,自然,34.0,460.68537211290874
三重県,歴史・文化,72.0,3804.255
三重県,温泉・健康,27.0,1582.1320748242429
三重県,スポーツ・レク,128.0,9046.265776156019
三重県,都市型観光,23.0,1039.568
三重県,イベント,27.0,1176.6879999999999
滋賀県,自然,21.0,187.3
滋賀県,歴史・文化,112.0,2833.8
滋賀県,温泉・健康,22.0,353.7
滋賀県,スポーツ・レク,120.0,2476.6000000000004
滋賀県,都市型観光,33.0,2091.1
滋賀県,イベント,27.0,721.0
京都府,自然,14.0,167.479
京都府,歴史・文化,76.0,15712.446
京都府,温泉・健康,18.0,683.205
京都府,スポーツ・レク,74.0,2275.9533
京都府,都市型観光,7.0,252.8
京都府,イベント,15.0,705.653
奈良県,自然,25.0,835.008
奈良県,歴史・文化,95.0,6297.607
奈良県,温泉・健康,27.0,377.88399999999996
奈良県,スポーツ・レク,23.0,314.15200000000004
奈良県,都市型観光,4.0,45.879
奈良県,イベント,18.0,770.82
和歌山県,自然,20.0,168.956
和歌山県,歴史・文化,41.0,1575.843
和歌山県,温泉・健康,13.0,229.16900000000004
和歌山県,スポーツ・レク,33.0,1426.748
和歌山県,都市型観光,6.0,219.427
和歌山県,イベント,15.0,379.48699999999997
鳥取県,自然,10.0,370.986
鳥取県,歴史・文化,36.0,804.395
鳥取県,温泉・健康,19.0,579.733
鳥取県,スポーツ・レク,28.0,165.475
鳥取県,都市型観光,17.0,1478.6170000000002
鳥取県,イベント,2.0,50.587
島根県,自然,18.0,526.902
島根県,歴史・文化,76.0,3370.353
島根県,温泉・健康,23.0,607.635
島根県,スポーツ・レク,36.0,277.413
島根県,都市型観光,11.0,462.43899999999996
島根県,イベント,10.0,289.993
岡山県,自然,18.0,122.108
岡山県,歴史・文化,106.0,1422.6209999999999
岡山県,温泉・健康,28.0,555.162
岡山県,スポーツ・レク,66.0,1277.7730000000001
岡山県,都市型観光,45.0,1192.216
岡山県,イベント,39.0,2231.7349999999997
広島県,自然,23.0,599.0113210201905
広島県,歴史・文化,90.0,3514.8605334538374
広島県,温泉・健康,30.0,573.8753432991616
広島県,スポーツ・レク,97.0,2279.254766608307
広島県,都市型観光,17.0,1004.735
広島県,イベント,34.0,3448.8390000000004
山口県,自然,33.0,1167.5240000000001
山口県,歴史・文化,82.0,1946.498
山口県,温泉・健康,31.0,909.5683999999999
山口県,スポーツ・レク,67.0,1579.5691500000003
山口県,都市型観光,6.0,772.441
山口県,イベント,41.0,1414.2399999999998
徳島県,自然,16.0,365.49299999999994
徳島県,歴史・文化,39.0,1029.094
徳島県,温泉・健康,20.0,281.712
徳島県,スポーツ・レク,32.0,657.193
徳島県,都市型観光,21.0,924.402
徳島県,イベント,13.0,687.617
香川県,自然,9.0,403.021
香川県,歴史・文化,61.0,1859.265
香川県,温泉・健康,18.0,520.841
香川県,スポーツ・レク,52.0,1595.65
香川県,都市型観光,11.0,887.384
香川県,イベント,9.0,284.332
愛媛県,自然,44.0,431.94
愛媛県,歴史・文化,64.0,1291.6670000000001
愛媛県,温泉・健康,26.0,710.503
愛媛県,スポーツ・レク,37.0,662.682
愛媛県,都市型観光,29.0,282.089
愛媛県,イベント,20.0,577.48
福岡県,自然,42.0,916.427
福岡県,歴史・文化,154.0,6771.64024
福岡県,温泉・健康,32.0,1046.65996
福岡県,スポーツ・レク,104.0,2832.3959999999997
福岡県,都市型観光,66.0,31066.061
福岡県,イベント,62.0,2857.4750000000004
佐賀県,自然,13.0,159.127
佐賀県,歴史・文化,33.0,1616.6549999999997
佐賀県,温泉・健康,17.0,458.90100000000007
佐賀県,スポーツ・レク,41.0,510.74800000000005
佐賀県,都市型観光,27.0,2925.202
佐賀県,イベント,22.0,2402.637
熊本県,自然,24.0,418.29900000000004
熊本県,歴史・文化,71.0,1835.461
熊本県,温泉・健康,44.0,1517.459
熊本県,スポーツ・レク,76.0,1055.772
熊本県,都市型観光,58.0,2877.688923044
熊本県,イベント,53.0,1615.2680000000003
大分県,自然,37.0,594.186
大分県,歴史・文化,93.0,2747.3740000000003
大分県,温泉・健康,49.0,1366.9180000000001
大分県,スポーツ・レク,74.0,1579.429
大分県,都市型観光,16.0,266.19100000000003
大分県,イベント,26.0,1094.2
宮崎県,自然,18.0,501.8947999999999
宮崎県,歴史・文化,56.0,1395.0208160000002
宮崎県,温泉・健康,27.0,670.148
宮崎県,スポーツ・レク,78.0,1047.597
宮崎県,都市型観光,10.0,250.666
宮崎県,イベント,34.0,772.417
