都道府県,観光地・イベント入込客数,1,2,3,4
11 埼玉県,歴史・文化,5324,5138,3973,4793
11 埼玉県,温泉・健康,1381,1237,1337,1282
11 埼玉県,スポーツ・レク,3246,4675,5685,4031
11 埼玉県,都市型観光,16195,16544,17588,16893
11 埼玉県,その他,1475,1796,1628,1667
11 埼玉県,イベント,7282,6096,10541,9413
12 千葉県,自然,1381,882,564,295
12 千葉県,歴史・文化,10866,5844,5153,5194
12 千葉県,温泉・健康,1168,1070,1284,1056
12 千葉県,スポーツ・レク,15538,16650,18863,16921
12 千葉県,都市型観光,5867,6063,6041,5602
12 千葉県,その他,6340,6625,6739,6327
12 千葉県,イベント,4844,5555,11533,5059
13 東京都,自然,572,759,879,1205
13 東京都,歴史・文化,17800,22285,29531,18544
13 東京都,温泉・健康,9571,6178,6128,7502
13 東京都,スポーツ・レク,37983,38347,36518,35564
13 東京都,都市型観光,205236,210112,202502,207592
13 東京都,その他,4386,11456,6967,4093
13 東京都,イベント,9025,14225,16695,17598
14 神奈川県,自然,5650,5739,9184,6218
14 神奈川県,歴史・文化,21629,12099,8370,8235
14 神奈川県,温泉・健康,318,332,405,339
14 神奈川県,スポーツ・レク,9713,12487,12144,9864
14 神奈川県,都市型観光,956,984,1048,982
14 神奈川県,その他,5994,8207,8566,9787
14 神奈川県,イベント,8955,9395,12558,2718
15 新潟県,自然,337,1217,1440,1179
15 新潟県,歴史・文化,1786,2505,2699,2231
15 新潟県,温泉・健康,2360,2119,2422,2214
15 新潟県,スポーツ・レク,4768,2194,3947,2035
15 新潟県,都市型観光,2489,4555,4931,4323
15 新潟県,その他,667,1108,1287,935
15 新潟県,イベント,2400,4713,7591,2012
16 富山県,自然,246,980,1125,531
16 富山県,歴史・文化,968,1626,1724,1507
16 富山県,温泉・健康,406,412,473,473
16 富山県,スポーツ・レク,907,2225,2401,1477
16 富山県,都市型観光,1471,1494,1513,1498
16 富山県,その他,746,1182,1233,1038
16 富山県,イベント,517,1878,1885,739
18 福井県,自然,523,1341,1367,1258
18 福井県,歴史・文化,1592,2627,2866,2139
18 福井県,温泉・健康,583,554,922,572
18 福井県,スポーツ・レク,896,1362,1762,980
18 福井県,都市型観光,418,542,546,646
18 福井県,その他,685,1011,1097,905
18 福井県,イベント,197,1225,1274,344
19 山梨県,自然,875,2501,3115,1814
19 山梨県,歴史・文化,2108,2360,3429,2172
19 山梨県,温泉・健康,1267,1328,1697,1270
19 山梨県,スポーツ・レク,1726,2842,3272,2135
19 山梨県,都市型観光,672,1072,1434,979
19 山梨県,その他,863,1638,2364,1550
19 山梨県,イベント,349,902,1346,707
20 長野県,自然,1733,2122,4902,1386
20 長野県,歴史・文化,2747,5020,4883,3846
20 長野県,温泉・健康,2997,3100,4000,3354
20 長野県,スポーツ・レク,4427,1770,2457,1791
20 長野県,都市型観光,2093,2938,4218,2729
20 長野県,その他,861,1450,1832,1376
20 長野県,イベント,1278,2099,2904,1448
21 岐阜県,自然,333,915,1152,632
21 岐阜県,歴史・文化,4777,4610,3947,4275
21 岐阜県,温泉・健康,2451,2147,2451,2261
21 岐阜県,スポーツ・レク,3258,3633,3404,2966
21 岐阜県,都市型観光,2457,3019,3137,2779
21 岐阜県,その他,2770,4497,5296,3873
21 岐阜県,イベント,566,3028,3450,2900
23 愛知県,自然,605,1185,1428,1098
23 愛知県,歴史・文化,15576,8927,8551,7860
23 愛知県,温泉・健康,776,700,789,774
23 愛知県,スポーツ・レク,5558,8290,7899,5810
23 愛知県,都市型観光,4356,4491,4720,4365
23 愛知県,その他,5139,5699,6067,5219
23 愛知県,イベント,2250,7300,11533,3830
24 三重県,自然,310,738,854,460
24 三重県,歴史・文化,7437,4200,3793,3804
24 三重県,温泉・健康,1575,1480,1706,1582
24 三重県,スポーツ・レク,7929,8945,10756,9046
24 三重県,都市型観光,918,1053,924,1039
24 三重県,その他,1670,1700,1787,1622
24 三重県,イベント,327,613,2402,1176
25 滋賀県,自然,79,365,336,187
25 滋賀県,歴史・文化,3542,2892,2505,2833
25 滋賀県,温泉・健康,358,365,393,353
25 滋賀県,スポーツ・レク,1769,3142,3318,2476
25 滋賀県,都市型観光,1353,2049,2356,2091
25 滋賀県,その他,2114,3591,3821,3328
25 滋賀県,イベント,833,962,1392,721
26 京都府,自然,167,167,167,167
26 京都府,歴史・文化,15712,15712,15712,15712
26 京都府,温泉・健康,683,683,683,683
26 京都府,スポーツ・レク,2276,2275,2275,2275
26 京都府,都市型観光,253,252,252,252
26 京都府,その他,1202,1202,1202,1202
26 京都府,イベント,706,705,705,705
29 奈良県,自然,392,1036,880,835
29 奈良県,歴史・文化,6805,7959,5208,6297
29 奈良県,温泉・健康,387,430,547,377
29 奈良県,スポーツ・レク,259,607,510,314
29 奈良県,都市型観光,37,50,42,45
29 奈良県,その他,871,1411,1230,1162
29 奈良県,イベント,3397,787,1548,770
30 和歌山県,自然,148,239,251,168
30 和歌山県,歴史・文化,2742,1561,1557,1575
30 和歌山県,温泉・健康,209,238,297,229
30 和歌山県,スポーツ・レク,923,1553,2507,1426
30 和歌山県,都市型観光,177,216,259,219
30 和歌山県,その他,239,307,324,315
30 和歌山県,イベント,90,133,931,379
31 鳥取県,自然,256,405,435,370
31 鳥取県,歴史・文化,574,839,900,804
31 鳥取県,温泉・健康,526,489,566,579
31 鳥取県,スポーツ・レク,274,274,333,165
31 鳥取県,都市型観光,1079,1563,1822,1478
31 鳥取県,その他,1072,1460,1694,1447
31 鳥取県,イベント,143,74,86,50
32 島根県,自然,284,744,761,526
32 島根県,歴史・文化,3981,3852,3658,3370
32 島根県,温泉・健康,566,605,609,607
32 島根県,スポーツ・レク,369,359,650,277
32 島根県,都市型観光,361,424,445,462
32 島根県,その他,503,784,778,739
32 島根県,イベント,310,474,934,289
33 岡山県,自然,81,218,210,122
33 岡山県,歴史・文化,1231,1658,1470,1422
33 岡山県,温泉・健康,554,533,640,555
33 岡山県,スポーツ・レク,1224,1754,1662,1277
33 岡山県,都市型観光,934,1233,1417,1192
33 岡山県,その他,889,1180,1242,1087
33 岡山県,イベント,951,1378,2151,2231
34 広島県,自然,266,527,715,599
34 広島県,歴史・文化,3322,3792,3617,3514
34 広島県,温泉・健康,642,557,619,573
34 広島県,スポーツ・レク,1842,2424,2581,2279
34 広島県,都市型観光,887,1064,1279,1004
34 広島県,その他,1219,1895,1805,1647
34 広島県,イベント,1889,6022,4339,3448
35 山口県,自然,742,988,1267,1167
35 山口県,歴史・文化,1921,1968,1853,1946
35 山口県,温泉・健康,893,877,975,909
35 山口県,スポーツ・レク,1302,1922,2118,1579
35 山口県,都市型観光,570,596,640,772
35 山口県,その他,1930,2348,2497,2196
35 山口県,イベント,816,1646,2174,1414
36 徳島県,自然,260,516,577,365
36 徳島県,歴史・文化,1533,1239,1108,1029
36 徳島県,温泉・健康,321,300,288,281
36 徳島県,スポーツ・レク,595,909,882,657
36 徳島県,都市型観光,839,1028,1017,924
36 徳島県,その他,200,275,245,216
36 徳島県,イベント,491,686,2031,687
37 香川県,自然,225,311,327,403
37 香川県,歴史・文化,2817,2505,1796,1859
37 香川県,温泉・健康,539,510,562,520
37 香川県,スポーツ・レク,1190,2194,2240,1595
37 香川県,都市型観光,734,844,943,887
37 香川県,その他,1437,1700,1908,1602
37 香川県,イベント,144,516,1265,284
38 愛媛県,自然,351,718,667,431
38 愛媛県,歴史・文化,1297,1593,1307,1291
38 愛媛県,温泉・健康,824,743,704,710
38 愛媛県,スポーツ・レク,717,797,969,662
38 愛媛県,都市型観光,241,264,309,282
38 愛媛県,その他,1683,2120,2048,1917
38 愛媛県,イベント,86,516,1727,577
40 福岡県,自然,684,1077,1224,916
40 福岡県,歴史・文化,12282,7482,7212,6771
40 福岡県,温泉・健康,1154,1043,1010,1046
40 福岡県,スポーツ・レク,2073,3060,3685,2832
40 福岡県,都市型観光,29733,29255,31400,31066
40 福岡県,その他,2745,3088,3284,3133
40 福岡県,イベント,1976,2876,3909,2857
41 佐賀県,自然,99,206,205,159
41 佐賀県,歴史・文化,2516,1216,1100,1616
41 佐賀県,温泉・健康,442,366,452,458
41 佐賀県,スポーツ・レク,418,627,613,510
41 佐賀県,都市型観光,2726,2901,2754,2925
41 佐賀県,その他,252,243,191,239
41 佐賀県,イベント,442,1421,1269,2402
43 熊本県,自然,327,668,731,418
43 熊本県,歴史・文化,2229,2036,1726,1835
43 熊本県,温泉・健康,1558,1605,1583,1517
43 熊本県,スポーツ・レク,1119,1348,1545,1055
43 熊本県,都市型観光,2599,3182,3009,2877
43 熊本県,その他,1670,2146,2146,1926
43 熊本県,イベント,1236,857,2006,1615
44 大分県,自然,293,499,528,594
44 大分県,歴史・文化,3404,1974,2305,2747
44 大分県,温泉・健康,1428,1253,1332,1366
44 大分県,スポーツ・レク,1503,1819,1999,1579
44 大分県,都市型観光,222,290,258,266
44 大分県,その他,1696,1874,1722,1809
44 大分県,イベント,472,860,1153,1094
45 宮崎県,自然,469,597,445,501
45 宮崎県,歴史・文化,2778,1817,1539,1395
45 宮崎県,温泉・健康,899,672,656,670
45 宮崎県,スポーツ・レク,1067,1275,1589,1047
45 宮崎県,都市型観光,298,326,323,250
45 宮崎県,その他,1145,1348,1185,1148
45 宮崎県,イベント,816,742,1595,772
